% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.534701757e+07 +5.534701757e+07 +5.534639646e+07 +5.534639646e+07 +2.3106e-01 -4.3288e-01 -2.7267e-01 +3.0667e-01 +3.1117e-01 -3.4727e-01 +4.9915e-01 +4.7751e-01 +4.9089e-02 -5.6610e-02
6 +3.555270336e+07 +3.555270336e+07 +3.555208225e+07 +3.555208225e+07 -4.4721e-01 +3.0396e-01 +1.6949e-01 -3.0139e-01 +2.2591e-01 -5.2871e-02 -2.2200e-01 +2.4193e-01 +4.9536e-01 +2.5450e-01
1411 +2.116728168e+07 +2.116728168e+07 +2.116666057e+07 +2.116666057e+07 +3.8230e-01 +9.4758e-01 -4.3456e-01 -7.0401e-01 +2.5500e-01 -9.7656e-01 +2.0123e-01 -3.1375e-01 +1.7179e+00 -2.2987e-01
1805 +1.561800763e+07 +1.561800763e+07 +1.561738652e+07 +1.561738652e+07 +8.3217e-02 +1.3638e+00 -5.4107e-01 -9.7646e-01 +2.6049e-01 -7.8265e-01 +5.9201e-01 -5.1974e-01 +1.8020e+00 -5.7657e-01
2192 +9.260416830e+06 +9.260416830e+06 +9.259795720e+06 +9.259795720e+06 -3.6678e-01 +1.9933e+00 -6.7554e-01 -1.5460e+00 +5.0223e-01 -8.9444e-01 +4.5556e-01 -9.2639e-01 +1.7858e+00 -7.5247e-01
2594 +6.293290762e+06 +6.293290762e+06 +6.292669652e+06 +6.292669652e+06 -2.7676e-01 +2.7185e+00 -6.5880e-01 -1.6072e+00 +1.3014e+00 -4.8788e-01 +9.7775e-01 -1.2093e+00 +2.1624e+00 -7.2327e-01
2990 +3.250874418e+06 +3.250874418e+06 +3.250253308e+06 +3.250253308e+06 -6.6525e-01 +2.8279e+00 -7.2703e-01 -2.1175e+00 +1.0677e+00 -1.6148e+00 +1.2897e+00 -7.5892e-01 +1.7979e+00 -5.2811e-01
3280 +2.394484840e+06 +2.394484840e+06 +2.393863730e+06 +2.393863730e+06 -7.8038e-01 +3.4346e+00 -5.0160e-01 -2.0910e+00 +7.2850e-01 -1.5140e+00 +1.1476e+00 -1.0224e+00 +1.8410e+00 -9.2566e-01
3568 +1.568935995e+06 +1.568935995e+06 +1.568314885e+06 +1.568314885e+06 -8.2475e-01 +3.5050e+00 -8.7977e-01 -2.5193e+00 +9.1861e-01 -1.9276e+00 +1.0662e+00 -1.0383e+00 +2.2756e+00 -2.1250e-01
3724 +7.668787326e+05 +7.668787326e+05 +7.662576226e+05 +7.662576226e+05 -9.6045e-01 +3.6836e+00 -4.3010e-01 -2.9725e+00 +8.1567e-01 -1.7583e+00 +1.0533e+00 -5.1246e-01 +2.2069e+00 -2.9009e-01
3881 +5.053166348e+05 +5.053166348e+05 +5.046955248e+05 +5.046955248e+05 -9.5342e-01 +3.5745e+00 -4.3914e-01 -2.9670e+00 +8.1023e-01 -1.7468e+00 +1.1640e+00 -9.6075e-01 +1.7834e+00 -4.1762e-01
