% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.218038613e+01 +3.218038613e+01 +1.524038613e+01 +1.524038613e+01 +2.3097e-01 +1.3742e-01 +9.7545e-02 -1.1481e-01 +3.7918e-01 -2.2505e-01 -3.5340e-01 +4.6740e-02 -3.9551e-01 -8.9204e-02
36 +2.354083286e+01 +2.354083286e+01 +6.600832862e+00 +6.600832862e+00 -1.8570e-01 +4.5424e-01 -3.7530e-01 +1.4952e-03 +1.5791e-01 -2.7046e-02 -2.7211e-01 +4.2029e-01 -1.9204e-01 -1.2750e-01
1156 +1.485707927e+01 +1.485707927e+01 -2.082920730e+00 -2.082920730e+00 +7.8338e-01 +3.1764e-01 -1.3765e+00 +2.9403e-01 -1.7964e-01 -1.4970e+00 +1.7434e+00 +3.9509e-01 -5.2354e-01 -2.6730e-01
1229 +9.986635804e+00 +9.986635804e+00 -6.953364196e+00 -6.953364196e+00 +1.1590e+00 +1.6451e+00 -3.7205e-01 -4.9707e-01 -1.3217e+00 -1.9948e+00 +2.0421e+00 -3.1064e-01 -1.5563e+00 -8.3719e-01
1544 +5.926152434e+00 +5.926152434e+00 -1.101384757e+01 -1.101384757e+01 +1.1170e+00 +2.0002e+00 -3.1846e+00 +4.0236e-01 +2.0715e+00 -3.4453e+00 +1.6127e+00 -5.0429e-01 -3.2983e-01 -1.2600e+00
2172 +3.160774930e+00 +3.160774930e+00 -1.377922507e+01 -1.377922507e+01 +2.4443e+00 +3.6209e+00 -1.4682e+00 +1.2130e+00 +2.2794e+00 -2.6542e+00 +3.2644e+00 -1.7679e+00 -9.6716e-01 -7.3342e-01
2987 +2.306192857e+00 +2.306192857e+00 -1.463380714e+01 -1.463380714e+01 +3.2340e+00 +1.9279e+00 -2.4281e+00 +2.6077e+00 +3.6199e+00 -2.4971e+00 +4.3881e+00 -3.6591e+00 -4.6878e-01 -1.9133e+00
3237 +1.555992297e+00 +1.555992297e+00 -1.538400770e+01 -1.538400770e+01 +3.7411e+00 +2.5028e+00 -1.2138e+00 +2.2329e+00 +1.4693e+00 -1.7759e+00 +2.8900e+00 -2.7497e+00 -6.2235e-01 -1.3597e+00
5994 +9.125943318e-01 +9.125943318e-01 -1.602740567e+01 -1.602740567e+01 +3.4722e+00 +2.2772e+00 -1.4723e+00 +1.3429e+00 +1.1220e+00 -2.4669e+00 +3.5324e+00 -2.7076e+00 +2.9314e-02 -2.1051e+00
6129 +5.702542801e-01 +5.702542801e-01 -1.636974572e+01 -1.636974572e+01 +3.5868e+00 +2.3609e+00 -1.5380e+00 +1.4998e+00 +1.6822e+00 -1.7917e+00 +3.4833e+00 -2.5089e+00 -2.8015e-01 -2.1321e+00
9009 +1.930846629e-01 +1.930846629e-01 -1.674691534e+01 -1.674691534e+01 +3.5853e+00 +2.5010e+00 -1.1894e+00 +1.6075e+00 +1.3231e+00 -1.7978e+00 +3.5229e+00 -2.2553e+00 -2.2118e-01 -1.9957e+00
10807 +1.504566702e-01 +1.504566702e-01 -1.678954333e+01 -1.678954333e+01 +3.5229e+00 +2.5769e+00 -8.5693e-01 +1.6884e+00 +1.2671e+00 -1.8722e+00 +3.6327e+00 -2.2204e+00 -2.4708e-01 -2.1533e+00
13907 +9.287574316e-02 +9.287574316e-02 -1.684712426e+01 -1.684712426e+01 +3.6356e+00 +2.5779e+00 -1.2861e+00 +1.5517e+00 +1.3327e+00 -1.9023e+00 +3.5388e+00 -2.2698e+00 -3.5093e-01 -2.0773e+00
15124 +5.233482828e-02 +5.233482828e-02 -1.688766517e+01 -1.688766517e+01 +3.6563e+00 +2.5675e+00 -1.4641e+00 +1.5027e+00 +1.3598e+00 -1.8961e+00 +3.5169e+00 -2.2907e+00 -3.9298e-01 -2.0696e+00
21318 +2.683758510e-02 +2.683758510e-02 -1.691316241e+01 -1.691316241e+01 +3.6699e+00 +2.5694e+00 -1.5546e+00 +1.4497e+00 +1.3831e+00 -1.9040e+00 +3.4944e+00 -2.3512e+00 -3.8723e-01 -2.0377e+00
23177 +2.460710384e-02 +2.460710384e-02 -1.691539290e+01 -1.691539290e+01 +3.6528e+00 +2.5523e+00 -1.5209e+00 +1.4721e+00 +1.4081e+00 -1.9167e+00 +3.4964e+00 -2.3494e+00 -3.9215e-01 -2.0447e+00
25716 +1.368216974e-02 +1.368216974e-02 -1.692631783e+01 -1.692631783e+01 +3.6507e+00 +2.5482e+00 -1.5295e+00 +1.4713e+00 +1.3994e+00 -1.8987e+00 +3.5040e+00 -2.3575e+00 -3.8804e-01 -2.0352e+00
28105 +7.701488830e-03 +7.701488830e-03 -1.693229851e+01 -1.693229851e+01 +3.6581e+00 +2.5493e+00 -1.5246e+00 +1.4711e+00 +1.3925e+00 -1.9061e+00 +3.5034e+00 -2.3452e+00 -3.8309e-01 -2.0399e+00
28591 +5.887097950e-03 +5.887097950e-03 -1.693411290e+01 -1.693411290e+01 +3.6563e+00 +2.5493e+00 -1.5305e+00 +1.4711e+00 +1.3975e+00 -1.9101e+00 +3.5034e+00 -2.3530e+00 -3.8309e-01 -2.0347e+00
31780 +3.481297275e-03 +3.481297275e-03 -1.693651870e+01 -1.693651870e+01 +3.6554e+00 +2.5491e+00 -1.5303e+00 +1.4696e+00 +1.3978e+00 -1.9098e+00 +3.5011e+00 -2.3520e+00 -3.8254e-01 -2.0359e+00
33158 +2.483884852e-03 +2.483884852e-03 -1.693751612e+01 -1.693751612e+01 +3.6558e+00 +2.5498e+00 -1.5274e+00 +1.4700e+00 +1.3965e+00 -1.9082e+00 +3.5032e+00 -2.3497e+00 -3.8210e-01 -2.0353e+00
35949 +1.565219398e-03 +1.565219398e-03 -1.693843478e+01 -1.693843478e+01 +3.6558e+00 +2.5494e+00 -1.5309e+00 +1.4697e+00 +1.3973e+00 -1.9081e+00 +3.5016e+00 -2.3521e+00 -3.8321e-01 -2.0349e+00
38893 +9.468876307e-04 +9.468876307e-04 -1.693905311e+01 -1.693905311e+01 +3.6555e+00 +2.5498e+00 -1.5291e+00 +1.4698e+00 +1.3964e+00 -1.9084e+00 +3.5016e+00 -2.3507e+00 -3.8330e-01 -2.0360e+00
42270 +4.805382743e-04 +4.805382743e-04 -1.693951946e+01 -1.693951946e+01 +3.6561e+00 +2.5494e+00 -1.5297e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5014e+00 -2.3503e+00 -3.8407e-01 -2.0358e+00
45061 +3.739288096e-04 +3.739288096e-04 -1.693962607e+01 -1.693962607e+01 +3.6561e+00 +2.5496e+00 -1.5299e+00 +1.4696e+00 +1.3960e+00 -1.9079e+00 +3.5015e+00 -2.3504e+00 -3.8417e-01 -2.0361e+00
45889 +1.981912557e-04 +1.981912557e-04 -1.693980181e+01 -1.693980181e+01 +3.6559e+00 +2.5496e+00 -1.5296e+00 +1.4697e+00 +1.3960e+00 -1.9080e+00 +3.5015e+00 -2.3504e+00 -3.8403e-01 -2.0361e+00
47115 +1.427886093e-04 +1.427886093e-04 -1.693985721e+01 -1.693985721e+01 +3.6560e+00 +2.5495e+00 -1.5296e+00 +1.4696e+00 +1.3959e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
48066 +8.433874159e-05 +8.433874159e-05 -1.693991566e+01 -1.693991566e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8401e-01 -2.0360e+00
50515 +3.482692967e-05 +3.482692967e-05 -1.693996517e+01 -1.693996517e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8402e-01 -2.0360e+00
52802 +2.405856948e-05 +2.405856948e-05 -1.693997594e+01 -1.693997594e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8401e-01 -2.0360e+00
58274 +1.472245962e-05 +1.472245962e-05 -1.693998528e+01 -1.693998528e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
60973 +8.310196819e-06 +8.310196819e-06 -1.693999169e+01 -1.693999169e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
62006 +4.458896811e-06 +4.458896811e-06 -1.693999554e+01 -1.693999554e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
63191 +3.199987365e-06 +3.199987365e-06 -1.693999680e+01 -1.693999680e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
65185 +1.896552074e-06 +1.896552074e-06 -1.693999810e+01 -1.693999810e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
66241 +1.567555962e-06 +1.567555962e-06 -1.693999843e+01 -1.693999843e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
67046 +7.542373233e-07 +7.542373233e-07 -1.693999925e+01 -1.693999925e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
